Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Quarter,Month,Year,Division,Forecast_Revenue,Pipeline_Stage,Probability_%,Renewal_Probability,Variance,Growth_Rate_%,Scenario,Forecast_Status
1074,US-2023-126403,2023-09-09,09-12-2023,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2,0.0,12.838,3.0,September,2023.0,Professional Services,25.9,Closed Won,60,61,0.3,140.46,Worst Case,Above Forecast
1075,US-2023-126403,2023-09-09,09-12-2023,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,238.653,3.0,September,2023.0,Managed Services,1390.41,Closed Won,60,80,-64.56,4960.5,Best Case,Below Forecast
1076,US-2023-102869,2023-09-09,9/14/2023,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,64.704,6,0.2,-4.8528,3.0,September,2023.0,Technology Licensing,66.41,Lead,90,85,-1.71,-95.12,Expected Case,Below Forecast
1077,US-2023-115196,2023-09-09,9/13/2023,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Greenville,North Carolina,27834,South,TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",1299.99,2,0.5,-571.9956,3.0,September,2023.0,Technology Licensing,1330.09,Closed Won,90,71,-30.1,1909.13,Expected Case,Below Forecast
1078,US-2023-102869,2023-09-09,9/14/2023,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,135.516,1,0.4,-31.6204,3.0,September,2023.0,Professional Services,131.37,Lead,40,68,4.15,-89.58,Best Case,Above Forecast
1079,US-2023-125731,2023-10-09,9/16/2023,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Gresham,Oregon,97030,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.04,5,0.2,148.704,3.0,September,2023.0,Managed Services,1399.17,Lead,60,82,87.87,997.32,Worst Case,Above Forecast
1080,US-2023-113383,2023-10-09,9/13/2023,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Clifton,New Jersey,7011,East,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",254.9,5,0.0,76.47,3.0,September,2023.0,Professional Services,244.45,Closed Won,90,64,10.45,-82.86,Best Case,Above Forecast
1081,US-2023-113383,2023-10-09,9/13/2023,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Clifton,New Jersey,7011,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0.0,22.1184,3.0,September,2023.0,Technology Licensing,75.09,Proposal,75,68,6.83,-67.86,Expected Case,Above Forecast
1082,US-2023-138835,2023-10-09,9/14/2023,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Virginia Beach,Virginia,23464,South,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,9.64,2,0.0,4.7236,3.0,September,2023.0,Professional Services,9.25,Lead,60,69,0.39,-88.23,Expected Case,Above Forecast
1083,US-2023-125731,2023-10-09,9/16/2023,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Gresham,Oregon,97030,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,21.728,7,0.2,7.6048,3.0,September,2023.0,Professional Services,19.62,Proposal,60,69,2.11,125.39,Expected Case,Above Forecast
1084,CA-2023-126438,2023-10-09,9/13/2023,First Class,AR-10345,Alex Russell,Corporate,Canada,Montreal,Quebec,H1C,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0.0,3.72,3.0,September,2023.0,Managed Services,16.19,Proposal,60,73,-1.31,-31.52,Best Case,Below Forecast
1085,US-2023-112837,2023-11-09,9/16/2023,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Oxnard,California,93030,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0.0,21.7515,3.0,September,2023.0,Managed Services,127.3,Lead,40,95,0.65,759.88,Best Case,Above Forecast
1086,US-2023-116246,2023-12-09,9/17/2023,Second Class,LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035,East,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3785.292,6,0.1,420.588,3.0,September,2023.0,Technology Licensing,4511.85,Negotiation,75,69,-726.56,2858.42,Best Case,Below Forecast
1087,US-2023-119081,2023-12-09,9/19/2023,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56,2,0.0,12.9792,3.0,September,2023.0,Professional Services,38.86,Lead,40,81,1.7,-98.93,Worst Case,Above Forecast
1088,US-2023-138527,2023-12-09,9/17/2023,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,0.2,18.7695,3.0,September,2023.0,Professional Services,167.47,Negotiation,90,82,-0.63,311.34,Worst Case,Below Forecast
1089,US-2023-103702,2023-12-09,9/17/2023,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",63.924,7,0.7,-46.8776,3.0,September,2023.0,Professional Services,64.39,Lead,75,75,-0.47,-61.69,Worst Case,Below Forecast
1090,US-2023-150924,2023-12-09,9/16/2023,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,-8.029,3.0,September,2023.0,Technology Licensing,4.68,Lead,40,70,0.5,-91.9,Expected Case,Above Forecast
1091,US-2023-119081,2023-12-09,9/19/2023,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,0.0,149.382,3.0,September,2023.0,Technology Licensing,382.34,Proposal,60,94,-50.38,6308.49,Worst Case,Below Forecast
1092,US-2023-138527,2023-12-09,9/17/2023,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288,3.0,September,2023.0,Managed Services,9.43,Proposal,75,79,0.94,-96.88,Expected Case,Above Forecast
1093,US-2023-119081,2023-12-09,9/19/2023,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0.0,7.1586,3.0,September,2023.0,Managed Services,423.09,Closed Won,60,64,-65.16,3352.26,Worst Case,Below Forecast
1094,US-2023-119081,2023-12-09,9/19/2023,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5,0.0,10.906,3.0,September,2023.0,Managed Services,67.02,Proposal,90,95,-9.62,-83.96,Worst Case,Below Forecast
1095,US-2023-138527,2023-12-09,9/17/2023,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.216,1,0.2,2.2824,3.0,September,2023.0,Professional Services,16.14,Proposal,75,72,-0.92,-73.49,Expected Case,Below Forecast
1096,US-2023-101476,2023-12-09,9/13/2023,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0.0,30.0957,3.0,September,2023.0,Professional Services,74.4,Proposal,90,76,-4.41,359.98,Best Case,Below Forecast
1097,US-2023-113859,2023-08-09,9/17/2023,Standard Class,BC-11125,Becky Castell,Home Office,United States,Odessa,Texas,79762,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340.116,6,0.3,-9.7176,2.9128329297820823,November,2023.0,Managed Services,372.81,Proposal,90,85,-32.69,385.95,Worst Case,Below Forecast
1098,US-2023-142769,2023-08-09,9/13/2023,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,14.19,3,0.0,5.5341,2.9128329297820823,November,2023.0,Professional Services,14.42,Closed Won,90,79,-0.23,-95.83,Expected Case,Below Forecast
1099,US-2023-142769,2023-08-09,9/13/2023,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",22.66,2,0.0,9.7438,2.9128329297820823,November,2023.0,Managed Services,24.79,Proposal,75,92,-2.13,59.69,Best Case,Below Forecast
1100,US-2023-145212,2023-08-09,9/19/2023,Standard Class,DC-12850,Dan Campbell,Consumer,United States,New York City,New York,10011,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,3,0.0,1.4742,2.9128329297820823,November,2023.0,Technology Licensing,4.99,Negotiation,90,89,0.47,-75.9,Best Case,Above Forecast
1101,US-2023-156216,2023-08-09,9/17/2023,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.648,7,0.7,-12.432,2.9128329297820823,November,2023.0,Managed Services,17.09,Negotiation,40,75,1.56,241.54,Best Case,Above Forecast
1102,US-2023-126277,2023-08-09,9/18/2023,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,3,0.7,-2.0016,2.9128329297820823,November,2023.0,Technology Licensing,2.59,Closed Won,40,66,-0.09,-86.58,Expected Case,Below Forecast
1103,US-2023-142769,2023-08-09,9/13/2023,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,5.7,5,0.0,2.679,2.9128329297820823,November,2023.0,Professional Services,6.07,Proposal,90,89,-0.37,127.82,Worst Case,Below Forecast
1104,US-2023-142769,2023-08-09,9/13/2023,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,48.94,1,0.0,24.47,2.9128329297820823,November,2023.0,Managed Services,57.08,Negotiation,60,61,-8.14,758.6,Worst Case,Below Forecast
1105,US-2023-132962,2023-08-09,9/16/2023,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,15.552,3,0.2,5.4432,2.9128329297820823,November,2023.0,Professional Services,14.49,Lead,90,71,1.06,-68.22,Worst Case,Above Forecast
1106,US-2023-140039,2023-08-09,9/17/2023,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Tempe,Arizona,85281,West,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,79.4,5,0.2,5.955,2.9128329297820823,November,2023.0,Technology Licensing,91.06,Negotiation,90,60,-11.66,410.55,Best Case,Below Forecast
1107,US-2023-142769,2023-08-09,9/13/2023,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0.0,2.19,2.9128329297820823,November,2023.0,Technology Licensing,7.03,Proposal,60,62,0.27,-90.81,Worst Case,Above Forecast
1108,US-2023-142769,2023-08-09,9/13/2023,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,118.0,2,0.0,20.06,2.9128329297820823,November,2023.0,Technology Licensing,120.15,Negotiation,75,67,-2.15,1516.44,Expected Case,Below Forecast
1109,US-2023-142769,2023-08-09,9/13/2023,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,199.98,2,0.0,75.9924,2.9128329297820823,November,2023.0,Professional Services,198.98,Lead,75,85,1.0,69.47,Worst Case,Above Forecast
1110,US-2023-142769,2023-08-09,9/13/2023,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,0.0,60.8832,2.9128329297820823,November,2023.0,Professional Services,147.87,Negotiation,90,70,-2.91,-27.51,Worst Case,Below Forecast
1111,US-2023-132962,2023-08-09,9/16/2023,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,5,0.2,53.55,2.9128329297820823,November,2023.0,Professional Services,238.18,Proposal,40,80,13.82,73.84,Worst Case,Above Forecast
1112,US-2023-127635,2023-08-09,9/18/2023,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,5,0.6,-6.723,2.9128329297820823,November,2023.0,Professional Services,10.47,Lead,40,64,-0.51,-96.05,Worst Case,Below Forecast
1113,US-2023-159184,2023-08-09,9/19/2023,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",142.4,5,0.0,52.688,2.9128329297820823,November,2023.0,Technology Licensing,162.41,Closed Won,40,85,-20.01,1329.72,Expected Case,Below Forecast
1114,US-2023-145576,2023-08-09,9/18/2023,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,3,0.2,3.7743,2.9128329297820823,November,2023.0,Technology Licensing,13.55,Lead,90,80,-0.42,-90.78,Worst Case,Below Forecast
1115,US-2023-160766,2023-08-09,9/14/2023,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464.292,9,0.4,-108.3348,2.9128329297820823,November,2023.0,Managed Services,486.2,Negotiation,40,68,-21.91,3436.65,Best Case,Below Forecast
1116,US-2023-100853,2023-08-09,9/19/2023,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12,2.9128329297820823,November,2023.0,Managed Services,60.56,Closed Won,40,76,-8.11,-88.7,Worst Case,Below Forecast
1117,US-2023-160766,2023-08-09,9/14/2023,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,2,0.0,198.429,2.9128329297820823,November,2023.0,Professional Services,668.54,Lead,75,61,-67.24,1046.47,Best Case,Below Forecast
1118,US-2023-145576,2023-08-09,9/18/2023,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,5,0.2,1.3,2.9128329297820823,November,2023.0,Technology Licensing,13.61,Lead,90,87,-0.61,-97.84,Best Case,Below Forecast
1119,US-2023-127635,2023-08-09,9/18/2023,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,8.552,2,0.8,-13.6832,2.9128329297820823,November,2023.0,Technology Licensing,8.36,Lead,75,86,0.19,-34.22,Best Case,Above Forecast
1120,US-2023-159184,2023-08-09,9/19/2023,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0.0,3.4368,2.9128329297820823,November,2023.0,Technology Licensing,8.34,Proposal,60,60,-1.18,-16.28,Expected Case,Below Forecast
1121,US-2023-160766,2023-08-09,9/14/2023,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68.46,7,0.0,31.4916,2.9128329297820823,November,2023.0,Managed Services,73.46,Closed Won,75,70,-5.0,856.15,Best Case,Below Forecast
1122,US-2023-113362,2023-08-09,9/19/2023,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,11.07,3,0.0,5.0922,2.9128329297820823,November,2023.0,Managed Services,10.7,Closed Won,90,77,0.37,-83.83,Best Case,Above Forecast
1123,US-2023-127635,2023-08-09,9/18/2023,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,6.048,4,0.2,-1.3608,2.9128329297820823,November,2023.0,Technology Licensing,5.93,Lead,40,86,0.12,-45.37,Worst Case,Above Forecast
1124,US-2023-100853,2023-08-09,9/19/2023,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,20.16,4,0.2,6.552,2.9128329297820823,November,2023.0,Technology Licensing,23.0,Closed Won,90,69,-2.84,233.33,Expected Case,Below Forecast
1125,US-2023-160766,2023-08-09,9/14/2023,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,44.82,9,0.0,21.0654,2.9128329297820823,November,2023.0,Technology Licensing,40.93,Negotiation,75,95,3.89,122.32,Expected Case,Above Forecast
1126,US-2023-127635,2023-08-09,9/18/2023,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.848,2,0.2,2.14,2.9128329297820823,November,2023.0,Managed Services,8.2,Negotiation,90,80,-1.35,-84.72,Expected Case,Below Forecast
1127,US-2023-113362,2023-08-09,9/19/2023,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0.0,8.983,2.9128329297820823,November,2023.0,Technology Licensing,421.8,Lead,90,87,27.35,6458.85,Best Case,Above Forecast
1128,US-2023-160766,2023-08-09,9/14/2023,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,4,0.0,1371.9804,2.9128329297820823,November,2023.0,Technology Licensing,3188.65,Negotiation,75,60,-388.69,523.39,Best Case,Below Forecast
1129,US-2023-160766,2023-08-09,9/14/2023,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,287.97,3,0.0,80.6316,2.9128329297820823,November,2023.0,Professional Services,293.28,Lead,75,73,-5.31,-89.72,Best Case,Below Forecast
1130,US-2023-160766,2023-08-09,9/14/2023,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,1,0.0,4.4174,2.9128329297820823,November,2023.0,Professional Services,17.8,Negotiation,60,79,-0.81,-94.1,Worst Case,Below Forecast
1131,US-2023-149594,2023-08-09,9/19/2023,Standard Class,MF-18250,Monica Federle,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",103.936,4,0.2,16.8896,2.9128329297820823,November,2023.0,Managed Services,121.0,Lead,60,68,-17.06,511.75,Best Case,Below Forecast
1132,US-2023-138100,2023-08-09,9/20/2023,Standard Class,AA-10315,Alex Avila,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,2,0.0,6.2608,2.9128329297820823,November,2023.0,Technology Licensing,14.91,Lead,75,86,-0.35,-85.99,Expected Case,Below Forecast
1133,US-2023-138100,2023-08-09,9/20/2023,Standard Class,AA-10315,Alex Avila,Consumer,United States,New York City,New York,10011,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3,0.0,7.0218,2.9128329297820823,November,2023.0,Technology Licensing,15.86,Closed Won,90,63,-0.92,2.61,Worst Case,Below Forecast
1134,US-2023-141152,2023-08-09,9/19/2023,First Class,RF-19345,Randy Ferguson,Corporate,United States,New York City,New York,10024,East,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",33.552,1,0.2,12.582,2.9128329297820823,November,2023.0,Professional Services,30.69,Closed Won,75,77,2.86,124.58,Worst Case,Above Forecast
1135,US-2023-103940,2023-08-09,9/21/2023,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0.0,13.4292,2.9128329297820823,November,2023.0,Managed Services,31.83,Lead,40,90,3.51,5.33,Expected Case,Above Forecast
1136,US-2023-131947,2023-08-09,9/22/2023,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,38.256,3,0.2,4.782,2.9128329297820823,November,2023.0,Professional Services,37.24,Closed Won,60,69,1.02,8.25,Best Case,Above Forecast
1137,US-2023-131947,2023-08-09,9/22/2023,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,OFF-AR-10001473,Office Supplies,Art,Newell 313,5.248,2,0.2,0.4592,2.9128329297820823,November,2023.0,Professional Services,5.79,Closed Won,40,68,-0.54,-86.28,Worst Case,Below Forecast
1138,US-2023-103940,2023-08-09,9/21/2023,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,0.2,46.3185,2.9128329297820823,November,2023.0,Professional Services,128.51,Proposal,90,87,8.73,2515.09,Expected Case,Above Forecast
1139,US-2023-158638,2023-08-09,9/21/2023,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892,4,0.7,-4.1244,2.9128329297820823,November,2023.0,Professional Services,5.5,Negotiation,40,87,0.39,-95.71,Best Case,Above Forecast
1140,US-2023-112851,2023-08-09,9/21/2023,Standard Class,NR-18550,Nick Radford,Consumer,United States,Chula Vista,California,91911,West,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94,3,0.0,85.9818,2.9128329297820823,November,2023.0,Technology Licensing,187.2,Closed Won,75,72,-4.26,3004.89,Worst Case,Below Forecast
1141,US-2023-131947,2023-08-09,9/22/2023,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,40.24,5,0.2,13.078,2.9128329297820823,November,2023.0,Technology Licensing,44.04,Lead,75,77,-3.8,-78.0,Worst Case,Below Forecast
1142,US-2023-117170,2023-08-09,9/24/2023,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.624,1,0.2,1.6762,2.9128329297820823,November,2023.0,Professional Services,5.15,Proposal,75,71,-0.53,-88.51,Worst Case,Below Forecast
1143,US-2023-131947,2023-08-09,9/22/2023,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,148.704,6,0.2,46.47,2.9128329297820823,November,2023.0,Managed Services,141.79,Proposal,40,67,6.91,3115.92,Worst Case,Above Forecast
1144,US-2023-103940,2023-08-09,9/21/2023,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,0.0,16.2204,2.9128329297820823,November,2023.0,Managed Services,53.52,Closed Won,40,82,4.41,-61.04,Worst Case,Above Forecast
1145,US-2023-103940,2023-08-09,9/21/2023,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,30.28,2,0.0,1.2112,2.9128329297820823,November,2023.0,Managed Services,35.79,Lead,40,64,-5.51,-47.73,Best Case,Below Forecast
1146,US-2023-117170,2023-08-09,9/24/2023,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,0.2,13.1956,2.9128329297820823,November,2023.0,Managed Services,46.94,Lead,75,66,1.04,58.47,Expected Case,Above Forecast
1147,US-2023-131947,2023-08-09,9/22/2023,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",55.92,10,0.2,16.776,2.9128329297820823,November,2023.0,Professional Services,64.64,Lead,75,74,-8.72,16.54,Worst Case,Below Forecast
1148,US-2023-131947,2023-08-09,9/22/2023,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,TEC-MA-10004086,Technology,Machines,Plantronics Single Ear Headset,29.925,5,0.7,-21.945,2.9128329297820823,November,2023.0,Technology Licensing,34.68,Lead,75,62,-4.75,-46.49,Expected Case,Below Forecast
1149,US-2023-168130,2023-08-09,9/19/2023,Same Day,BS-11365,Bill Shonely,Corporate,United States,New York City,New York,10011,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,887.103,7,0.1,177.4206,2.9128329297820823,November,2023.0,Managed Services,1003.98,Lead,40,77,-116.88,2864.42,Expected Case,Below Forecast
